step,time_s,x_robot,y_robot,angulo_grados,action
396,12.672,-0.0845,-0.0699,-15.75,AVANZAR
397,12.704,-0.0821,-0.0706,-15.75,AVANZAR
398,12.736,-0.0796,-0.0713,-15.89,GIRANDO
399,12.768,-0.0796,-0.0713,-15.6,AVANZAR
400,12.8,-0.0772,-0.072,-15.6,AVANZAR
401,12.832,-0.0747,-0.0727,-15.6,AVANZAR
402,12.864,-0.0723,-0.0733,-15.75,AVANZAR
403,12.896,-0.0698,-0.074,-15.75,AVANZAR
404,12.928,-0.0674,-0.0747,-15.6,AVANZAR
405,12.96,-0.0649,-0.0754,-15.6,AVANZAR
406,12.992,-0.0624,-0.0761,-15.6,AVANZAR
407,13.024,-0.0599,-0.0768,-15.6,AVANZAR
408,13.056,-0.0575,-0.0775,-15.6,AVANZAR
409,13.088,-0.055,-0.0782,-15.75,GIRANDO
410,13.12,-0.055,-0.0782,-15.46,AVANZAR
411,13.152,-0.0526,-0.0788,-15.46,AVANZAR
412,13.184,-0.0501,-0.0795,-15.46,AVANZAR
413,13.216,-0.0477,-0.0802,-15.6,AVANZAR
414,13.248,-0.0452,-0.0809,-15.6,AVANZAR
415,13.28,-0.0427,-0.0816,-15.6,AVANZAR
416,13.312,-0.0402,-0.0823,-15.6,AVANZAR
417,13.344,-0.0378,-0.083,-15.46,AVANZAR
418,13.376,-0.0353,-0.0836,-15.46,AVANZAR
419,13.408,-0.0328,-0.0843,-15.46,AVANZAR
420,13.44,-0.0304,-0.085,-15.6,GIRANDO
421,13.472,-0.0303,-0.085,-15.46,AVANZAR
422,13.504,-0.0279,-0.0857,-15.32,AVANZAR
423,13.536,-0.0254,-0.0864,-15.32,AVANZAR
424,13.568,-0.023,-0.087,-15.46,AVANZAR
425,13.6,-0.0205,-0.0877,-15.46,AVANZAR
426,13.632,-0.0181,-0.0884,-15.46,AVANZAR
427,13.664,-0.0156,-0.0891,-15.46,AVANZAR
428,13.696,-0.0131,-0.0898,-15.46,GIRANDO
429,13.728,-0.0132,-0.0898,-15.32,AVANZAR
430,13.76,-0.0107,-0.0904,-15.32,AVANZAR
431,13.792,-0.0082,-0.0911,-15.32,AVANZAR
432,13.824,-0.0057,-0.0918,-15.32,AVANZAR
433,13.856,-0.0032,-0.0925,-15.32,AVANZAR
434,13.888,-0.0007,-0.0932,-15.32,AVANZAR
435,13.92,0.0016,-0.0938,-15.32,AVANZAR
436,13.952,0.0041,-0.0945,-15.32,GIRANDO
437,13.984,0.0042,-0.0945,-15.18,AVANZAR
438,14.016,0.0066,-0.0952,-15.18,AVANZAR
439,14.048,0.0091,-0.0958,-15.32,GIRANDO
440,14.08,0.0091,-0.0958,-15.04,AVANZAR
441,14.112,0.0116,-0.0965,-15.04,AVANZAR
442,14.144,0.014,-0.0972,-15.04,AVANZAR
443,14.176,0.0165,-0.0978,-15.18,AVANZAR
444,14.208,0.0189,-0.0985,-15.18,GIRANDO
445,14.24,0.0189,-0.0985,-14.89,AVANZAR
446,14.272,0.0214,-0.0992,-14.89,AVANZAR
447,14.304,0.0239,-0.0998,-15.04,AVANZAR
448,14.336,0.0263,-0.1005,-15.04,AVANZAR
449,14.368,0.0288,-0.1011,-15.04,AVANZAR
450,14.4,0.0313,-0.1018,-15.04,AVANZAR
451,14.432,0.0337,-0.1025,-14.89,AVANZAR
452,14.464,0.0362,-0.1031,-14.89,AVANZAR
453,14.496,0.0387,-0.1038,-14.89,AVANZAR
454,14.528,0.0411,-0.1044,-15.04,GIRANDO
455,14.56,0.0412,-0.1045,-14.89,AVANZAR
456,14.592,0.0436,-0.1051,-14.75,AVANZAR
457,14.624,0.0461,-0.1058,-14.75,AVANZAR
458,14.656,0.0486,-0.1064,-14.89,GIRANDO
459,14.688,0.0486,-0.1064,-14.75,AVANZAR
460,14.72,0.0511,-0.1071,-14.75,AVANZAR
461,14.752,0.0535,-0.1077,-14.61,AVANZAR
462,14.784,0.056,-0.1083,-14.75,GIRANDO
463,14.816,0.056,-0.1084,-14.61,AVANZAR
464,14.848,0.0585,-0.109,-14.61,AVANZAR
465,14.88,0.061,-0.1097,-14.61,GIRANDO
466,14.912,0.061,-0.1097,-13.48,GIRANDO
467,14.944,0.0609,-0.1096,-12.48,GIRANDO
468,14.976,0.0609,-0.1096,-11.63,GIRANDO
469,15.008,0.0609,-0.1096,-10.78,GIRANDO
470,15.04,0.0609,-0.1096,-9.93,GIRANDO
471,15.072,0.061,-0.1096,-9.22,GIRANDO
472,15.104,0.0609,-0.1096,-8.51,GIRANDO
473,15.136,0.061,-0.1096,-8.09,GIRANDO
474,15.168,0.0609,-0.1096,-7.66,GIRANDO
475,15.2,0.0609,-0.1096,-7.09,GIRANDO
476,15.232,0.061,-0.1096,-6.67,GIRANDO
477,15.264,0.0609,-0.1096,-6.24,GIRANDO
478,15.296,0.0609,-0.1096,-5.96,GIRANDO
479,15.328,0.0609,-0.1096,-5.67,GIRANDO
480,15.36,0.0609,-0.1096,-5.39,GIRANDO
481,15.392,0.0609,-0.1096,-5.11,GIRANDO
482,15.424,0.0609,-0.1096,-4.82,GIRANDO
483,15.456,0.0609,-0.1096,-4.82,GIRANDO
484,15.488,0.0609,-0.1096,-4.54,GIRANDO
485,15.52,0.061,-0.1096,-4.4,GIRANDO
486,15.552,0.0609,-0.1096,-4.26,GIRANDO
487,15.584,0.0609,-0.1096,-3.97,GIRANDO
488,15.616,0.0609,-0.1096,-3.97,GIRANDO
489,15.648,0.0609,-0.1096,-3.97,GIRANDO
490,15.68,0.0609,-0.1096,-3.69,AVANZAR
491,15.712,0.0635,-0.1098,-3.69,AVANZAR
492,15.744,0.0661,-0.11,-3.69,AVANZAR
493,15.776,0.0686,-0.1101,-3.83,AVANZAR
494,15.808,0.0712,-0.1103,-3.83,AVANZAR
495,15.84,0.0737,-0.1105,-3.83,AVANZAR
496,15.872,0.0762,-0.1106,-3.69,AVANZAR
497,15.904,0.0788,-0.1108,-3.69,AVANZAR
498,15.936,0.0814,-0.111,-3.69,AVANZAR
499,15.968,0.0839,-0.1111,-3.69,AVANZAR
500,16.0,0.0864,-0.1113,-3.83,AVANZAR
501,16.032,0.089,-0.1115,-3.83,AVANZAR
502,16.064,0.0916,-0.1116,-3.83,AVANZAR
503,16.096,0.0941,-0.1118,-3.69,AVANZAR
504,16.128,0.0967,-0.112,-3.69,AVANZAR
505,16.16,0.0992,-0.1121,-3.69,AVANZAR
506,16.192,0.1018,-0.1123,-3.69,AVANZAR
507,16.224,0.1043,-0.1125,-3.83,GIRANDO
508,16.256,0.1043,-0.1125,-3.55,AVANZAR
509,16.288,0.1069,-0.1126,-3.55,AVANZAR
510,16.32,0.1094,-0.1128,-3.55,AVANZAR
511,16.352,0.1119,-0.113,-3.69,AVANZAR
512,16.384,0.1145,-0.1131,-3.69,AVANZAR
513,16.416,0.1171,-0.1133,-3.69,AVANZAR
514,16.448,0.1197,-0.1134,-3.69,AVANZAR
515,16.48,0.1222,-0.1136,-3.69,AVANZAR
516,16.512,0.1247,-0.1138,-3.55,AVANZAR
517,16.544,0.1273,-0.1139,-3.55,AVANZAR
518,16.576,0.1298,-0.1141,-3.69,AVANZAR
519,16.608,0.1324,-0.1143,-3.69,GIRANDO
520,16.64,0.1324,-0.1143,-3.55,AVANZAR
521,16.672,0.1349,-0.1144,-3.4,AVANZAR
522,16.704,0.1375,-0.1146,-3.55,AVANZAR
523,16.736,0.14,-0.1147,-3.55,AVANZAR
524,16.768,0.1426,-0.1149,-3.55,AVANZAR
525,16.8,0.1452,-0.115,-3.55,AVANZAR
526,16.832,0.1477,-0.1152,-3.55,AVANZAR
527,16.864,0.1503,-0.1154,-3.55,AVANZAR
528,16.896,0.1528,-0.1155,-3.4,AVANZAR
529,16.928,0.1554,-0.1157,-3.4,AVANZAR
530,16.96,0.1579,-0.1158,-3.55,AVANZAR
531,16.992,0.1605,-0.116,-3.55,AVANZAR
532,17.024,0.163,-0.1161,-3.55,GIRANDO
533,17.056,0.163,-0.1161,-3.55,GIRANDO
534,17.088,0.163,-0.1161,-3.26,AVANZAR
535,17.12,0.1656,-0.1163,-3.26,AVANZAR
536,17.152,0.1682,-0.1164,-3.26,AVANZAR
537,17.184,0.1707,-0.1166,-3.4,AVANZAR
538,17.216,0.1732,-0.1167,-3.4,AVANZAR
539,17.248,0.1757,-0.1169,-3.26,AVANZAR
540,17.28,0.1783,-0.117,-3.26,AVANZAR
541,17.312,0.1809,-0.1172,-3.26,AVANZAR
542,17.344,0.1835,-0.1173,-3.26,AVANZAR
543,17.376,0.186,-0.1175,-3.26,AVANZAR
544,17.408,0.1885,-0.1176,-3.4,AVANZAR
545,17.44,0.1911,-0.1178,-3.4,GIRANDO
546,17.472,0.1911,-0.1178,-3.12,AVANZAR
547,17.504,0.1937,-0.1179,-3.12,AVANZAR
548,17.536,0.1962,-0.118,-3.26,AVANZAR
549,17.568,0.1988,-0.1182,-3.26,AVANZAR
550,17.6,0.2013,-0.1183,-3.26,AVANZAR
551,17.632,0.2038,-0.1185,-3.12,AVANZAR
552,17.664,0.2064,-0.1186,-3.12,AVANZAR
553,17.696,0.209,-0.1188,-3.12,AVANZAR
554,17.728,0.2115,-0.1189,-3.12,AVANZAR
555,17.76,0.2141,-0.119,-3.26,AVANZAR
556,17.792,0.2166,-0.1192,-3.26,GIRANDO
557,17.824,0.2166,-0.1192,-2.98,AVANZAR
558,17.856,0.2192,-0.1193,-2.98,AVANZAR
559,17.888,0.2217,-0.1194,-3.12,AVANZAR
560,17.92,0.2243,-0.1196,-3.12,AVANZAR
561,17.952,0.2268,-0.1197,-3.12,AVANZAR
562,17.984,0.2294,-0.1199,-3.12,AVANZAR
563,18.016,0.232,-0.12,-3.12,AVANZAR
564,18.048,0.2345,-0.1201,-2.98,AVANZAR
565,18.08,0.2371,-0.1203,-2.98,AVANZAR
566,18.112,0.2396,-0.1204,-3.12,GIRANDO
567,18.144,0.2396,-0.1204,-2.98,AVANZAR
568,18.176,0.2422,-0.1205,-2.98,AVANZAR
569,18.208,0.2447,-0.1207,-2.84,AVANZAR
570,18.24,0.2472,-0.1208,-2.98,AVANZAR
571,18.272,0.2498,-0.1209,-2.98,AVANZAR
572,18.304,0.2524,-0.1211,-2.98,AVANZAR
573,18.336,0.2549,-0.1212,-2.98,GIRANDO
574,18.368,0.2549,-0.1212,-2.98,GIRANDO
575,18.4,0.2549,-0.1212,-2.7,AVANZAR
576,18.432,0.2575,-0.1213,-2.7,AVANZAR
577,18.464,0.2601,-0.1214,-2.7,AVANZAR
578,18.496,0.2626,-0.1216,-2.84,AVANZAR
579,18.528,0.2652,-0.1217,-2.84,AVANZAR
580,18.56,0.2677,-0.1218,-2.7,AVANZAR
581,18.592,0.2702,-0.1219,-2.7,AVANZAR
582,18.624,0.2728,-0.1221,-2.7,AVANZAR
583,18.656,0.2754,-0.1222,-2.7,AVANZAR
584,18.688,0.278,-0.1223,-2.7,AVANZAR
585,18.72,0.2805,-0.1224,-2.84,GIRANDO
586,18.752,0.2805,-0.1224,-2.55,AVANZAR
587,18.784,0.283,-0.1225,-2.55,AVANZAR
588,18.816,0.2856,-0.1226,-2.55,AVANZAR
589,18.848,0.2881,-0.1228,-2.7,GIRANDO
590,18.88,0.2881,-0.1228,-2.41,AVANZAR
591,18.912,0.2907,-0.1229,-2.41,AVANZAR
592,18.944,0.2932,-0.123,-2.55,AVANZAR
593,18.976,0.2958,-0.1231,-2.55,GIRANDO
594,19.008,0.2958,-0.1231,-2.41,AVANZAR
595,19.04,0.2983,-0.1232,-2.27,AVANZAR
596,19.072,0.3008,-0.1233,-2.41,AVANZAR
597,19.104,0.3034,-0.1234,-2.41,AVANZAR
598,19.136,0.306,-0.1235,-2.41,GIRANDO
599,19.168,0.3061,-0.1235,-2.27,GIRANDO
600,19.2,0.306,-0.1235,-9.22,GIRANDO
601,19.232,0.306,-0.1235,-15.46,GIRANDO
602,19.264,0.306,-0.1235,-21.14,GIRANDO
603,19.296,0.306,-0.1235,-26.24,GIRANDO
604,19.328,0.306,-0.1235,-30.92,GIRANDO
605,19.36,0.306,-0.1235,-35.04,GIRANDO
606,19.392,0.306,-0.1236,-38.87,GIRANDO
607,19.424,0.306,-0.1236,-42.27,GIRANDO
608,19.456,0.306,-0.1236,-45.39,GIRANDO
609,19.488,0.306,-0.1236,-48.23,GIRANDO
610,19.52,0.306,-0.1236,-50.78,GIRANDO
611,19.552,0.306,-0.1236,-53.05,GIRANDO
612,19.584,0.306,-0.1235,-55.18,GIRANDO
613,19.616,0.306,-0.1235,-56.88,GIRANDO
614,19.648,0.306,-0.1236,-58.73,GIRANDO
615,19.68,0.306,-0.1235,-60.29,GIRANDO
616,19.712,0.306,-0.1236,-61.56,GIRANDO
617,19.744,0.306,-0.1235,-62.84,GIRANDO
618,19.776,0.306,-0.1235,-63.97,GIRANDO
619,19.808,0.306,-0.1236,-64.97,GIRANDO
620,19.84,0.306,-0.1235,-65.96,GIRANDO
621,19.872,0.306,-0.1235,-66.81,GIRANDO
622,19.904,0.306,-0.1236,-67.52,GIRANDO
623,19.936,0.306,-0.1235,-68.23,GIRANDO
624,19.968,0.306,-0.1235,-68.8,GIRANDO
625,20.0,0.306,-0.1235,-69.37,GIRANDO
626,20.032,0.306,-0.1235,-69.93,GIRANDO
627,20.064,0.306,-0.1236,-70.36,GIRANDO
628,20.096,0.306,-0.1235,-70.78,GIRANDO
629,20.128,0.306,-0.1235,-71.07,GIRANDO
630,20.16,0.306,-0.1236,-71.49,GIRANDO
631,20.192,0.306,-0.1236,-71.78,GIRANDO
632,20.224,0.306,-0.1236,-72.06,GIRANDO
633,20.256,0.306,-0.1236,-72.34,GIRANDO
634,20.288,0.306,-0.1235,-72.49,GIRANDO
635,20.32,0.306,-0.1235,-72.77,GIRANDO
636,20.352,0.306,-0.1236,-72.91,GIRANDO
637,20.384,0.306,-0.1235,-73.05,GIRANDO
638,20.416,0.306,-0.1235,-73.34,GIRANDO
639,20.448,0.306,-0.1235,-73.34,GIRANDO
640,20.48,0.306,-0.1236,-73.48,GIRANDO
641,20.512,0.306,-0.1235,-73.62,AVANZAR
642,20.544,0.3067,-0.126,-73.62,AVANZAR
643,20.576,0.3075,-0.1284,-73.62,AVANZAR
644,20.608,0.3082,-0.1309,-73.62,AVANZAR
645,20.64,0.3089,-0.1334,-73.62,AVANZAR
646,20.672,0.3096,-0.1357,-73.62,AVANZAR
647,20.704,0.3103,-0.1382,-73.62,AVANZAR
648,20.736,0.3111,-0.1407,-73.62,AVANZAR
649,20.768,0.3118,-0.1431,-73.62,AVANZAR
650,20.8,0.3125,-0.1456,-73.62,AVANZAR
651,20.832,0.3132,-0.1481,-73.62,GIRANDO
652,20.864,0.3132,-0.148,-73.76,AVANZAR
653,20.896,0.3139,-0.1505,-73.76,AVANZAR
654,20.928,0.3147,-0.153,-73.76,AVANZAR
655,20.96,0.3154,-0.1554,-73.76,AVANZAR
656,20.992,0.3161,-0.1579,-73.76,AVANZAR
657,21.024,0.3168,-0.1603,-73.62,GIRANDO
658,21.056,0.3168,-0.1603,-73.9,AVANZAR
659,21.088,0.3175,-0.1628,-73.9,AVANZAR
660,21.12,0.3182,-0.1653,-73.9,AVANZAR
661,21.152,0.3189,-0.1677,-73.76,AVANZAR
662,21.184,0.3197,-0.1701,-73.76,AVANZAR
663,21.216,0.3204,-0.1726,-73.76,AVANZAR
664,21.248,0.3211,-0.175,-73.9,AVANZAR
665,21.28,0.3218,-0.1775,-73.9,AVANZAR
666,21.312,0.3225,-0.18,-73.9,AVANZAR
667,21.344,0.3232,-0.1824,-73.9,AVANZAR
668,21.376,0.3239,-0.1849,-73.76,GIRANDO
669,21.408,0.3239,-0.1849,-74.05,AVANZAR
670,21.44,0.3246,-0.1873,-74.05,AVANZAR
671,21.472,0.3253,-0.1898,-74.05,AVANZAR
672,21.504,0.326,-0.1922,-73.9,AVANZAR
673,21.536,0.3267,-0.1947,-73.9,AVANZAR
674,21.568,0.3274,-0.1972,-73.9,AVANZAR
675,21.6,0.3282,-0.1996,-73.9,AVANZAR
676,21.632,0.3289,-0.2021,-74.05,AVANZAR
677,21.664,0.3296,-0.2045,-74.05,AVANZAR
678,21.696,0.3303,-0.207,-74.05,AVANZAR
679,21.728,0.331,-0.2094,-73.9,GIRANDO
680,21.76,0.331,-0.2095,-74.05,AVANZAR
681,21.792,0.3317,-0.212,-74.05,AVANZAR
682,21.824,0.3324,-0.2144,-74.19,AVANZAR
683,21.856,0.3331,-0.2168,-74.05,AVANZAR
684,21.888,0.3338,-0.2193,-74.05,AVANZAR
685,21.92,0.3345,-0.2217,-74.05,AVANZAR
686,21.952,0.3352,-0.2242,-74.05,GIRANDO
687,21.984,0.3352,-0.2242,-74.19,AVANZAR
688,22.016,0.3359,-0.2266,-74.19,AVANZAR
689,22.048,0.3366,-0.2291,-74.19,AVANZAR
690,22.08,0.3373,-0.2316,-74.19,AVANZAR
691,22.112,0.338,-0.2341,-74.19,AVANZAR
692,22.144,0.3387,-0.2365,-74.19,AVANZAR
693,22.176,0.3394,-0.239,-74.19,AVANZAR
694,22.208,0.34,-0.2414,-74.19,GIRANDO
695,22.24,0.3401,-0.2414,-74.33,AVANZAR
696,22.272,0.3408,-0.2439,-74.33,AVANZAR
697,22.304,0.3415,-0.2464,-74.33,AVANZAR
698,22.336,0.3421,-0.2488,-74.19,GIRANDO
699,22.368,0.3421,-0.2488,-74.47,AVANZAR
700,22.4,0.3428,-0.2513,-74.47,AVANZAR
701,22.432,0.3435,-0.2538,-74.47,AVANZAR
702,22.464,0.3442,-0.2562,-74.33,AVANZAR
703,22.496,0.3449,-0.2587,-74.33,GIRANDO
704,22.528,0.3449,-0.2587,-74.61,AVANZAR
705,22.56,0.3456,-0.2611,-74.61,AVANZAR
706,22.592,0.3462,-0.2636,-74.47,AVANZAR
707,22.624,0.3469,-0.266,-74.47,AVANZAR
708,22.656,0.3476,-0.2685,-74.47,AVANZAR
709,22.688,0.3483,-0.271,-74.47,AVANZAR
710,22.72,0.349,-0.2734,-74.61,AVANZAR
711,22.752,0.3497,-0.2759,-74.61,AVANZAR
712,22.784,0.3503,-0.2784,-74.61,AVANZAR
713,22.816,0.351,-0.2808,-74.47,GIRANDO
714,22.848,0.351,-0.2809,-74.61,AVANZAR
715,22.88,0.3517,-0.2833,-74.76,AVANZAR
716,22.912,0.3524,-0.2858,-74.76,AVANZAR
717,22.944,0.353,-0.2882,-74.61,GIRANDO
718,22.976,0.353,-0.2883,-74.76,AVANZAR
719,23.008,0.3537,-0.2907,-74.76,AVANZAR
720,23.04,0.3544,-0.2932,-74.76,AVANZAR
721,23.072,0.355,-0.2956,-74.76,AVANZAR
722,23.104,0.3557,-0.2981,-74.76,GIRANDO
723,23.136,0.3557,-0.2981,-74.9,AVANZAR
724,23.168,0.3564,-0.3006,-74.9,AVANZAR
725,23.2,0.3571,-0.303,-74.76,GIRANDO
726,23.232,0.3571,-0.303,-75.04,AVANZAR
727,23.264,0.3577,-0.3055,-75.04,AVANZAR
728,23.296,0.3584,-0.308,-75.04,AVANZAR
729,23.328,0.359,-0.3104,-74.9,COMPLETADO
730,23.36,0.359,-0.3104,-74.9,COMPLETADO
731,23.392,0.359,-0.3104,-74.9,COMPLETADO
732,23.424,0.359,-0.3104,-74.9,COMPLETADO
733,23.456,0.359,-0.3104,-74.9,COMPLETADO
734,23.488,0.359,-0.3104,-74.9,COMPLETADO
735,23.52,0.359,-0.3104,-74.9,COMPLETADO
736,23.552,0.359,-0.3104,-74.9,COMPLETADO
737,23.584,0.359,-0.3104,-74.9,COMPLETADO
738,23.616,0.359,-0.3104,-74.9,COMPLETADO
739,23.648,0.359,-0.3104,-74.9,COMPLETADO
740,23.68,0.359,-0.3104,-74.9,COMPLETADO
741,23.712,0.359,-0.3104,-74.9,COMPLETADO
742,23.744,0.359,-0.3104,-74.9,COMPLETADO
743,23.776,0.359,-0.3104,-74.9,COMPLETADO
744,23.808,0.359,-0.3104,-74.9,COMPLETADO
745,23.84,0.359,-0.3104,-74.9,COMPLETADO
746,23.872,0.359,-0.3104,-74.9,COMPLETADO
747,23.904,0.359,-0.3104,-74.9,COMPLETADO
748,23.936,0.359,-0.3104,-74.9,COMPLETADO
749,23.968,0.359,-0.3104,-74.9,COMPLETADO
750,24.0,0.359,-0.3104,-74.9,COMPLETADO
751,24.032,0.359,-0.3104,-74.9,COMPLETADO
752,24.064,0.359,-0.3104,-74.9,COMPLETADO
753,24.096,0.359,-0.3104,-74.9,COMPLETADO
754,24.128,0.359,-0.3104,-74.9,COMPLETADO
755,24.16,0.359,-0.3104,-74.9,COMPLETADO
756,24.192,0.359,-0.3104,-74.9,COMPLETADO
757,24.224,0.359,-0.3104,-74.9,COMPLETADO
758,24.256,0.359,-0.3104,-74.9,COMPLETADO
759,24.288,0.359,-0.3104,-74.9,COMPLETADO
760,24.32,0.359,-0.3104,-74.9,COMPLETADO
761,24.352,0.359,-0.3104,-74.9,COMPLETADO
762,24.384,0.359,-0.3104,-74.9,COMPLETADO
763,24.416,0.359,-0.3104,-74.9,COMPLETADO
764,24.448,0.359,-0.3104,-74.9,COMPLETADO
765,24.48,0.359,-0.3104,-74.9,COMPLETADO
766,24.512,0.359,-0.3104,-74.9,COMPLETADO
767,24.544,0.359,-0.3104,-74.9,COMPLETADO
768,24.576,0.359,-0.3104,-74.9,COMPLETADO
769,24.608,0.359,-0.3104,-74.9,COMPLETADO
770,24.64,0.359,-0.3104,-74.9,COMPLETADO
771,24.672,0.359,-0.3104,-74.9,COMPLETADO
772,24.704,0.359,-0.3104,-74.9,COMPLETADO
773,24.736,0.359,-0.3104,-74.9,COMPLETADO
774,24.768,0.359,-0.3104,-74.9,COMPLETADO
775,24.8,0.359,-0.3104,-74.9,COMPLETADO
776,24.832,0.359,-0.3104,-74.9,COMPLETADO
777,24.864,0.359,-0.3104,-74.9,COMPLETADO
778,24.896,0.359,-0.3104,-74.9,COMPLETADO
779,24.928,0.359,-0.3104,-74.9,COMPLETADO
780,24.96,0.359,-0.3104,-74.9,COMPLETADO
781,24.992,0.359,-0.3104,-74.9,COMPLETADO
782,25.024,0.359,-0.3104,-74.9,COMPLETADO
783,25.056,0.359,-0.3104,-74.9,COMPLETADO
784,25.088,0.359,-0.3104,-74.9,COMPLETADO
785,25.12,0.359,-0.3104,-74.9,COMPLETADO
